,carat,cut,color,clarity,depth,table,price,x,y,z,hold
38472,0.38,Very Good,G,VS1,60.7,55.0,1031,4.71,4.74,2.87,1.0
38480,0.42,Premium,F,VS1,61.8,59.0,1031,4.81,4.83,2.98,1.0
38482,0.42,Ideal,F,VS1,61.3,57.0,1031,4.8,4.85,2.96,1.0
38488,0.42,Ideal,G,VVS2,62.6,55.0,1031,4.77,4.78,2.99,1.0
38489,0.42,Ideal,F,VS1,62.3,55.0,1031,4.77,4.79,2.98,1.0
38492,0.42,Premium,F,VS1,61.2,58.0,1031,4.82,4.86,2.96,1.0
38497,0.42,Ideal,G,VVS2,62.7,56.0,1031,4.74,4.77,2.98,1.0
38499,0.4,Ideal,E,VVS1,60.6,56.0,1031,4.77,4.8,2.9,1.0
38514,0.38,Ideal,F,VVS2,62.7,56.0,1033,4.61,4.64,2.9,1.0
38516,0.37,Ideal,G,IF,62.4,56.0,1033,4.6,4.64,2.88,1.0
38519,0.34,Ideal,E,VS1,62.1,56.0,1033,4.5,4.48,2.79,1.0
38525,0.34,Ideal,E,VS1,62.0,56.0,1033,4.52,4.48,2.79,1.0
38526,0.34,Ideal,E,VS1,62.4,55.0,1033,4.47,4.44,2.78,1.0
38531,0.38,Premium,H,VVS1,59.1,58.0,1033,4.76,4.71,2.8,1.0
38532,0.38,Premium,H,VVS1,61.2,60.0,1033,4.7,4.68,2.87,1.0
38533,0.38,Very Good,H,VVS1,63.3,58.0,1033,4.62,4.57,2.91,1.0
38535,0.34,Ideal,D,VS2,61.4,56.0,1033,4.53,4.5,2.77,1.0
38536,0.34,Ideal,D,VS2,60.6,57.0,1033,4.53,4.51,2.74,1.0
38539,0.34,Ideal,D,VS2,62.3,55.0,1033,4.48,4.45,2.78,1.0
38542,0.34,Ideal,D,VS2,61.3,57.0,1033,4.5,4.47,2.75,1.0
38548,0.34,Ideal,E,VS1,61.4,57.0,1033,4.5,4.46,2.75,1.0
38551,0.5,Very Good,J,VS1,61.4,57.8,1034,5.09,5.14,3.15,1.0
38552,0.55,Good,J,VS2,64.1,54.0,1034,5.18,5.21,3.33,1.0
38559,0.45,Premium,I,VS1,62.3,58.0,1035,4.86,4.84,3.02,1.0
38563,0.5,Ideal,H,SI1,61.7,58.0,1035,5.07,5.11,3.14,1.0
38570,0.4,Ideal,I,VVS2,62.0,56.0,1035,4.77,4.74,2.95,1.0
38571,0.4,Premium,H,VS1,62.6,58.0,1035,4.73,4.66,2.94,1.0
38576,0.4,Premium,G,VS2,62.8,61.0,1035,4.67,4.63,2.92,1.0
38580,0.4,Ideal,G,VS2,61.2,57.0,1035,4.78,4.73,2.91,1.0
38584,0.5,Premium,J,VS1,62.4,61.0,1035,4.98,4.96,3.1,1.0
38587,0.43,Ideal,D,SI1,61.6,56.0,1036,4.86,4.82,2.98,1.0
38588,0.51,Premium,F,SI2,62.8,60.0,1036,5.1,5.03,3.18,1.0
38590,0.57,Very Good,J,SI1,60.6,61.0,1037,5.36,5.4,3.26,1.0
38593,0.43,Good,H,VVS1,61.2,61.0,1037,4.84,4.9,2.98,1.0
38596,0.53,Ideal,J,VS2,62.6,53.0,1038,5.21,5.24,3.27,1.0
38598,0.5,Ideal,G,SI2,60.0,57.0,1038,5.17,5.2,3.11,1.0
38601,0.4,Ideal,E,VS2,62.6,57.0,1038,4.7,4.68,2.93,1.0
38611,0.31,Premium,J,VS2,62.3,60.0,488,4.34,4.29,2.69,1.0
38613,0.28,Very Good,E,VS1,61.8,55.0,489,4.21,4.24,2.61,1.0
38616,0.3,Ideal,J,IF,61.5,56.0,489,4.32,4.33,2.66,1.0
38622,0.31,Good,I,VS1,63.5,57.0,489,4.26,4.28,2.71,1.0
38624,0.31,Ideal,H,VS2,62.6,57.0,489,4.34,4.38,2.73,1.0
38626,0.31,Good,H,VS2,63.1,57.0,489,4.28,4.31,2.71,1.0
38629,0.31,Very Good,H,VS2,62.5,54.0,489,4.35,4.39,2.73,1.0
38630,0.31,Premium,I,VS1,62.3,59.0,489,4.29,4.35,2.69,1.0
38631,0.31,Ideal,H,VS2,62.1,55.0,489,4.32,4.35,2.69,1.0
38632,0.31,Very Good,H,VS2,60.0,60.0,489,4.4,4.43,2.65,1.0
38635,0.31,Premium,I,VS1,60.8,59.0,489,4.37,4.41,2.67,1.0
38637,0.31,Very Good,H,VS2,60.5,63.0,489,4.33,4.37,2.63,1.0
38638,0.31,Ideal,H,VS2,61.9,55.0,489,4.35,4.38,2.7,1.0
38640,0.42,Premium,E,VS1,62.3,57.0,1040,4.83,4.8,3.0,1.0
38643,0.33,Ideal,F,VVS2,61.9,56.0,1040,4.46,4.42,2.75,1.0
38644,0.33,Ideal,F,VVS2,61.3,56.0,1040,4.46,4.44,2.73,1.0
38649,0.44,Ideal,E,SI1,61.1,56.0,1040,4.92,4.9,3.0,1.0
38652,0.42,Ideal,D,SI1,61.5,56.0,1040,4.85,4.81,2.97,1.0
38653,0.42,Ideal,D,SI1,61.9,56.0,1040,4.84,4.82,2.99,1.0
38660,0.42,Premium,D,SI1,61.9,59.0,1040,4.81,4.76,2.96,1.0
38677,0.3,Ideal,D,VVS2,61.6,56.0,1041,4.32,4.35,2.67,1.0
38678,0.3,Ideal,D,VVS2,61.7,57.0,1041,4.3,4.32,2.66,1.0
38679,0.3,Ideal,D,VVS2,61.5,55.0,1041,4.34,4.38,2.68,1.0
38680,0.3,Ideal,F,VVS1,61.5,56.0,1041,4.32,4.36,2.67,1.0
38683,0.3,Ideal,F,VVS1,61.6,57.0,1041,4.33,4.34,2.67,1.0
38687,0.37,Ideal,E,VS2,61.6,57.0,1041,4.65,4.61,2.85,1.0
38690,0.37,Ideal,F,VS1,61.7,56.0,1041,4.63,4.61,2.85,1.0
38695,0.37,Premium,E,VS2,58.9,61.0,1041,4.68,4.66,2.75,1.0
38696,0.37,Ideal,E,VS2,61.9,53.0,1041,4.65,4.62,2.87,1.0
38697,0.37,Premium,E,VS2,60.3,58.0,1041,4.66,4.63,2.8,1.0
38699,0.37,Premium,E,VS2,61.5,58.0,1041,4.66,4.61,2.85,1.0
38700,0.37,Ideal,E,VS2,62.3,56.0,1041,4.59,4.56,2.85,1.0
38704,0.37,Premium,E,VS2,61.8,59.0,1041,4.6,4.56,2.83,1.0
38705,0.37,Premium,E,VS2,63.0,58.0,1041,4.58,4.53,2.87,1.0
38708,0.37,Premium,E,VS2,59.1,60.0,1041,4.68,4.66,2.76,1.0
38709,0.42,Very Good,H,VVS1,63.9,56.0,1042,4.73,4.75,3.03,1.0
38710,0.46,Very Good,E,SI1,61.4,62.0,1042,4.92,4.95,3.03,1.0
38711,0.54,Premium,J,VS2,62.6,58.0,1042,5.16,5.22,3.25,1.0
38718,0.4,Very Good,E,VVS2,62.3,57.0,1043,4.68,4.72,2.93,1.0
38719,0.5,Good,F,SI1,63.1,61.0,1043,5.06,4.98,3.17,1.0
38728,0.4,Ideal,G,VVS1,62.1,53.0,1043,4.75,4.79,2.96,1.0
38732,0.4,Ideal,G,VVS1,62.0,55.0,1043,4.74,4.78,2.95,1.0
38733,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.76,2.96,1.0
38736,0.45,Ideal,I,IF,62.0,54.0,1043,4.94,4.97,3.07,1.0
38739,0.53,Very Good,J,SI1,61.5,56.0,1044,5.18,5.21,3.19,1.0
38741,0.35,Very Good,G,IF,62.2,58.0,1044,4.45,4.52,2.79,1.0
38743,0.35,Ideal,E,VVS1,62.2,56.0,1044,4.51,4.53,2.81,1.0
38744,0.35,Very Good,G,IF,59.1,59.0,1044,4.59,4.62,2.72,1.0
38746,0.35,Ideal,G,IF,61.4,55.0,1044,4.56,4.59,2.81,1.0
38749,0.35,Ideal,G,IF,61.1,56.0,1044,4.54,4.59,2.79,1.0
38750,0.35,Ideal,E,VVS1,60.7,57.0,1044,4.53,4.57,2.76,1.0
38751,0.35,Premium,G,IF,60.6,60.0,1044,4.54,4.57,2.76,1.0
38756,0.53,Very Good,H,SI2,61.4,57.0,1046,5.21,5.25,3.21,1.0
38763,0.31,Ideal,F,IF,62.1,56.0,1046,4.36,4.33,2.7,1.0
38765,0.31,Premium,E,VVS2,61.4,60.0,1046,4.36,4.34,2.67,1.0
38769,0.31,Premium,E,VVS2,60.8,55.0,1046,4.43,4.38,2.68,1.0
38772,0.31,Ideal,E,VVS2,61.6,55.0,1046,4.38,4.35,2.69,1.0
38779,0.31,Premium,E,VVS2,61.3,60.0,1046,4.35,4.33,2.66,1.0
38780,0.31,Ideal,H,IF,60.0,57.0,1046,4.41,4.39,2.64,1.0
38782,0.31,Ideal,H,IF,61.8,56.0,1046,4.38,4.36,2.7,1.0
38787,0.31,Premium,G,VVS1,60.2,59.0,1046,4.43,4.38,2.65,1.0
38789,0.31,Ideal,G,VVS1,60.7,57.0,1046,4.4,4.37,2.66,1.0
38797,0.31,Ideal,G,VVS1,60.8,56.0,1046,4.39,4.36,2.66,1.0
38805,0.31,Premium,G,VVS1,61.4,58.0,1046,4.35,4.32,2.66,1.0
38809,0.31,Very Good,G,VVS1,63.5,57.0,1046,4.33,4.3,2.74,1.0
38812,0.31,Ideal,G,VVS1,62.5,57.0,1046,4.36,4.31,2.71,1.0
38814,0.45,Premium,F,SI1,61.1,58.0,1046,4.97,4.95,3.03,1.0
38815,0.31,Premium,G,VVS1,62.6,61.0,1046,4.31,4.28,2.69,1.0
38818,0.51,Very Good,J,VS2,62.5,56.0,1047,5.08,5.12,3.19,1.0
38819,0.38,Premium,E,VVS1,60.6,59.0,1047,4.62,4.65,2.81,1.0
38822,0.5,Very Good,I,SI1,62.4,58.0,1048,5.0,5.06,3.14,1.0
38825,0.32,Ideal,D,VVS2,61.3,55.8,1048,4.43,4.44,2.71,1.0
38828,0.43,Ideal,E,VS2,61.9,56.0,1048,4.88,4.85,3.01,1.0
38831,0.43,Ideal,E,VS2,62.1,56.0,1048,4.87,4.83,3.01,1.0
38832,0.43,Ideal,E,VS2,62.2,57.0,1048,4.84,4.8,3.0,1.0
38834,0.4,Very Good,F,VVS2,60.9,52.0,1049,4.81,4.83,2.94,1.0
38845,0.5,Fair,G,SI1,65.0,59.0,1050,4.99,4.97,3.24,1.0
38846,0.56,Premium,J,SI1,60.3,59.0,1050,5.34,5.3,3.21,1.0
38847,0.4,Ideal,I,IF,62.4,56.0,1050,4.73,4.7,2.94,1.0
38848,0.4,Ideal,I,IF,62.2,56.0,1050,4.75,4.71,2.94,1.0
38849,0.4,Premium,G,VVS2,59.7,58.0,1050,4.8,4.78,2.86,1.0
38854,0.4,Premium,G,VVS2,62.5,60.0,1050,4.7,4.65,2.92,1.0
38855,0.4,Ideal,G,VVS2,62.4,56.0,1050,4.74,4.72,2.95,1.0
38859,0.4,Premium,F,VS1,60.4,59.0,1050,4.76,4.75,2.87,1.0
38860,0.4,Ideal,F,VS1,61.1,56.0,1050,4.78,4.75,2.91,1.0
38862,0.4,Premium,F,VS1,60.3,60.0,1050,4.81,4.77,2.89,1.0
38863,0.4,Ideal,F,VS1,61.3,56.0,1050,4.76,4.73,2.91,1.0
38868,0.4,Premium,F,VS1,62.6,58.0,1050,4.72,4.68,2.94,1.0
38877,0.4,Premium,D,VS2,59.1,57.0,1050,4.87,4.81,2.86,1.0
38881,0.4,Ideal,D,VS2,61.3,56.0,1050,4.79,4.74,2.92,1.0
38882,0.4,Ideal,D,VS2,62.8,57.0,1050,4.72,4.68,2.95,1.0
38883,0.4,Premium,D,VS2,62.4,59.0,1050,4.72,4.7,2.94,1.0
38884,0.4,Ideal,D,VS2,61.5,55.0,1050,4.75,4.71,2.91,1.0
38888,0.4,Good,G,VVS2,61.4,64.0,1050,4.7,4.65,2.87,1.0
38894,0.31,Ideal,E,IF,60.7,56.0,1051,4.36,4.4,2.66,1.0
38896,0.38,Ideal,F,VVS2,60.3,55.0,1052,4.69,4.79,2.86,1.0
38906,0.33,Premium,E,VVS1,59.7,58.0,1052,4.52,4.49,2.69,1.0
38907,0.33,Ideal,E,VVS1,61.7,56.0,1052,4.46,4.42,2.74,1.0
38909,0.33,Ideal,E,VVS1,60.9,56.0,1052,4.48,4.46,2.72,1.0
38910,0.51,Very Good,I,SI1,63.1,56.0,1052,5.14,5.06,3.22,1.0
38914,0.33,Ideal,G,IF,61.6,53.0,1052,4.47,4.43,2.74,1.0
38922,0.51,Premium,F,SI2,58.1,59.0,1052,5.26,5.24,3.05,1.0
38926,0.31,Good,E,IF,64.2,60.0,1052,4.28,4.22,2.73,1.0
38927,0.38,Very Good,E,VVS1,60.0,59.0,1053,4.66,4.68,2.8,1.0
38932,0.4,Ideal,E,VS1,62.3,56.0,1053,4.71,4.73,2.94,1.0
38937,0.4,Ideal,E,VS1,61.6,56.0,1053,4.73,4.78,2.93,1.0
38939,0.4,Premium,E,VS1,60.3,58.0,1053,4.8,4.82,2.9,1.0
38942,0.31,Premium,H,VS2,61.3,60.0,489,4.32,4.36,2.66,1.0
38958,0.31,Good,H,VS2,63.2,58.0,489,4.31,4.33,2.73,1.0
38963,0.31,Very Good,G,SI1,61.8,55.0,490,4.35,4.38,2.69,1.0
38970,0.4,Very Good,E,VS1,60.5,61.0,1053,4.72,4.74,2.86,1.0
38971,0.4,Very Good,E,VS1,62.8,59.0,1053,4.63,4.67,2.92,1.0
38974,0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91,1.0
38977,0.43,Ideal,E,VS2,61.6,54.0,1053,4.9,4.88,3.01,1.0
38980,0.36,Good,E,IF,57.7,54.0,1053,4.74,4.79,2.75,1.0
38982,0.39,Ideal,F,VS2,60.0,57.0,1053,4.76,4.7,2.84,1.0
38988,0.36,Ideal,G,VVS2,62.3,56.0,1053,4.56,4.53,2.83,1.0
38989,0.36,Ideal,G,VVS1,62.8,57.0,1053,4.55,4.52,2.85,1.0
38990,0.51,Premium,G,SI1,62.0,59.0,1053,5.12,5.1,3.17,1.0
38991,0.5,Very Good,I,SI1,62.8,60.0,1054,5.04,5.08,3.18,1.0
38994,0.5,Ideal,J,VS2,61.9,54.0,1054,5.1,5.14,3.17,1.0
38995,0.53,Ideal,H,SI2,61.6,56.0,1054,5.16,5.19,3.19,1.0
38996,0.52,Ideal,H,SI2,61.0,55.0,1054,5.19,5.23,3.18,1.0
38999,0.47,Premium,G,SI1,58.5,60.0,1055,5.09,5.06,2.97,1.0
39004,0.42,Ideal,H,VVS2,62.0,57.0,1055,4.82,4.79,2.98,1.0
39005,0.51,Premium,G,SI2,63.0,61.0,1056,5.08,4.99,3.17,1.0
39010,0.39,Very Good,D,VVS2,61.4,59.0,1056,4.69,4.73,2.89,1.0
39014,0.43,Ideal,G,VVS2,61.9,55.0,1056,4.84,4.86,3.0,1.0
39015,0.43,Very Good,G,VVS2,62.3,60.0,1056,4.78,4.85,3.0,1.0
39016,0.43,Ideal,D,VS2,61.8,56.0,1056,4.81,4.83,2.98,1.0
39022,0.43,Premium,F,VS1,59.9,58.0,1056,4.89,4.93,2.94,1.0
39026,0.43,Very Good,G,VVS2,62.2,55.0,1056,4.81,4.84,3.0,1.0
39030,0.36,Ideal,G,VVS1,60.9,55.0,1056,4.64,4.68,2.84,1.0
39035,0.37,Ideal,G,IF,62.1,55.0,1056,4.6,4.64,2.87,1.0
39037,0.37,Ideal,G,IF,61.2,56.0,1056,4.65,4.67,2.85,1.0
39038,0.37,Ideal,G,IF,62.1,54.0,1056,4.6,4.64,2.87,1.0
39040,0.37,Ideal,G,IF,61.5,56.0,1056,4.6,4.64,2.84,1.0
39044,0.41,Premium,G,VVS2,62.2,58.0,1056,4.82,4.76,2.98,1.0
39049,0.41,Premium,E,VVS1,61.2,58.0,1057,4.74,4.8,2.92,1.0
39055,0.39,Good,F,VVS2,57.7,61.0,1058,4.91,4.8,2.8,1.0
39056,0.39,Very Good,F,VVS2,63.5,58.0,1058,4.65,4.61,2.94,1.0
39058,0.57,Premium,E,SI2,62.5,54.0,1058,5.35,5.3,3.33,1.0
39060,0.7,Fair,H,I1,66.5,57.0,1058,5.51,5.4,3.64,1.0
39063,0.36,Ideal,F,VVS2,61.4,56.0,1059,4.61,4.64,2.84,1.0
39065,0.4,Ideal,G,VVS1,62.2,54.0,1059,4.73,4.76,2.95,1.0
39066,0.4,Ideal,G,VVS1,61.5,57.0,1059,4.74,4.79,2.93,1.0
39069,0.52,Ideal,F,SI2,61.8,55.0,1059,5.17,5.21,3.21,1.0
39076,0.4,Ideal,F,VS2,63.4,54.0,1059,4.73,4.68,2.99,1.0
39078,0.41,Premium,E,SI1,62.3,56.0,1059,4.78,4.76,2.97,1.0
39080,0.38,Ideal,D,VVS2,60.3,57.0,1060,4.77,4.71,2.86,1.0
39081,0.38,Very Good,F,VVS2,61.9,59.7,1060,4.64,4.65,2.87,1.0
39085,0.51,Ideal,I,VS2,60.6,57.0,1060,5.16,5.21,3.14,1.0
39086,0.34,Ideal,E,VS1,62.4,54.0,1060,4.49,4.45,2.79,1.0
39095,0.41,Premium,I,VVS2,62.1,58.0,1061,4.78,4.76,2.96,1.0
39098,0.41,Good,I,VVS2,63.9,55.0,1061,4.74,4.71,3.02,1.0
39101,0.41,Ideal,I,VVS2,62.3,56.0,1061,4.77,4.73,2.96,1.0
39106,0.41,Ideal,H,VS1,62.7,56.0,1061,4.77,4.73,2.98,1.0
39109,0.41,Ideal,H,VS1,61.9,56.0,1061,4.78,4.75,2.95,1.0
39110,0.41,Ideal,G,VS2,59.8,57.0,1061,4.85,4.81,2.89,1.0
39111,0.41,Premium,G,VS2,59.9,59.0,1061,4.86,4.82,2.9,1.0
39112,0.41,Premium,G,VS2,60.8,59.0,1061,4.8,4.78,2.91,1.0
39113,0.41,Ideal,G,VS2,62.4,54.0,1061,4.81,4.78,2.99,1.0
39114,0.41,Premium,G,VS2,59.8,61.0,1061,4.82,4.78,2.87,1.0
39116,0.41,Premium,G,VS2,61.5,58.0,1061,4.82,4.8,2.96,1.0
39120,0.41,Premium,G,VS2,61.0,56.0,1061,4.83,4.81,2.94,1.0
39121,0.41,Premium,G,VS2,59.7,59.0,1061,4.84,4.81,2.88,1.0
39122,0.41,Premium,G,VS2,61.4,59.0,1061,4.79,4.75,2.93,1.0
39123,0.41,Ideal,G,VS2,62.7,55.0,1061,4.79,4.75,2.99,1.0
39125,0.41,Premium,G,VS2,61.3,57.0,1061,4.8,4.76,2.93,1.0
39126,0.41,Ideal,G,VS2,61.4,54.0,1061,4.84,4.77,2.95,1.0
39127,0.41,Premium,G,VS2,61.8,58.0,1061,4.77,4.75,2.94,1.0
39132,0.41,Ideal,G,VS2,62.7,56.0,1061,4.77,4.74,2.98,1.0
39135,0.41,Ideal,G,VS2,62.7,56.0,1061,4.76,4.72,2.97,1.0
39139,0.41,Premium,G,VS2,61.9,59.0,1061,4.77,4.73,2.94,1.0
39141,0.41,Premium,G,VS2,62.9,59.0,1061,4.75,4.7,2.97,1.0
39142,0.41,Ideal,G,VS2,62.2,57.0,1061,4.74,4.71,2.94,1.0
39143,0.41,Premium,G,VS2,62.6,58.0,1061,4.74,4.71,2.96,1.0
39146,0.32,Ideal,E,VVS1,62.2,55.0,1061,4.41,4.37,2.73,1.0
39150,0.33,Ideal,D,VVS2,60.3,57.0,1062,4.52,4.47,2.71,1.0
39152,0.5,Ideal,D,SI2,61.3,54.0,1063,5.11,5.03,3.11,1.0
39154,0.44,Premium,I,VVS2,61.5,57.0,1063,4.92,4.87,3.01,1.0
39156,0.36,Ideal,F,IF,60.3,57.0,1063,4.61,4.65,2.79,1.0
39160,0.35,Ideal,E,VS1,61.2,56.0,1063,4.55,4.53,2.78,1.0
39161,0.35,Premium,E,VS1,62.3,60.0,1063,4.52,4.5,2.81,1.0
39163,0.35,Ideal,D,VS2,61.3,56.0,1063,4.56,4.54,2.79,1.0
39164,0.45,Good,E,SI1,63.9,57.0,1063,4.86,4.81,3.09,1.0
39170,0.35,Premium,D,VS2,59.7,58.0,1063,4.61,4.57,2.74,1.0
39172,0.35,Ideal,D,VS2,61.8,55.0,1063,4.56,4.53,2.81,1.0
39173,0.35,Premium,D,VS2,60.4,58.0,1063,4.58,4.53,2.75,1.0
39185,0.5,Very Good,G,SI2,63.3,57.0,1063,5.03,4.99,3.17,1.0
39194,0.38,Ideal,H,IF,58.9,58.0,1064,4.69,4.81,2.8,1.0
39196,0.43,Premium,D,SI1,60.1,58.0,1064,4.93,4.89,2.95,1.0
39197,0.43,Ideal,D,SI1,61.5,56.0,1064,4.87,4.82,2.98,1.0
39198,0.43,Premium,D,SI1,61.2,58.0,1064,4.87,4.83,2.97,1.0
39199,0.43,Premium,D,SI1,61.1,59.0,1064,4.89,4.83,2.97,1.0
39201,0.32,Ideal,D,VVS1,61.0,57.0,1064,4.45,4.43,2.71,1.0
39202,0.38,Premium,G,VVS1,61.3,57.0,1064,4.68,4.62,2.85,1.0
39203,0.37,Premium,G,IF,59.8,58.0,1064,4.71,4.69,2.81,1.0
39207,0.54,Ideal,F,SI2,62.2,56.0,1065,5.21,5.24,3.25,1.0
39208,0.54,Ideal,F,SI2,61.8,56.0,1065,5.26,5.29,3.26,1.0
39209,0.54,Ideal,H,SI1,62.0,54.0,1065,5.23,5.28,3.26,1.0
39211,0.52,Ideal,H,SI2,61.0,55.0,1065,5.22,5.19,3.18,1.0
39216,0.43,Ideal,F,VS2,61.1,57.0,1066,4.88,4.91,2.99,1.0
39217,0.32,Ideal,D,VS2,61.7,55.0,1066,4.39,4.42,2.72,1.0
39225,0.32,Ideal,D,VVS1,61.9,56.0,1067,4.36,4.39,2.71,1.0
39226,0.38,Ideal,D,VS1,62.0,55.0,1067,4.64,4.68,2.89,1.0
39234,0.32,Ideal,D,VVS1,61.8,56.0,1067,4.39,4.41,2.72,1.0
39239,0.5,Very Good,F,SI2,61.4,61.0,1068,5.09,5.14,3.14,1.0
39242,0.42,Premium,H,VVS1,62.0,58.0,1068,4.79,4.82,2.98,1.0
39247,0.41,Ideal,G,VVS1,60.8,56.0,1068,4.82,4.85,2.94,1.0
39250,0.41,Ideal,G,VVS1,62.5,53.0,1068,4.76,4.78,2.98,1.0
39255,0.38,Ideal,E,VS1,61.6,56.0,1069,4.67,4.65,2.87,1.0
39257,0.38,Premium,E,VS1,60.7,59.0,1069,4.73,4.69,2.86,1.0
39261,0.38,Ideal,E,VS1,61.6,56.0,1069,4.66,4.62,2.86,1.0
39262,0.38,Premium,H,VVS2,62.0,58.0,1069,4.64,4.62,2.87,1.0
39264,0.38,Premium,G,VS1,61.9,56.0,1069,4.68,4.63,2.88,1.0
39267,0.38,Ideal,G,VS1,60.8,56.0,1069,4.71,4.66,2.85,1.0
39268,0.38,Premium,G,VS1,61.9,59.0,1069,4.67,4.63,2.88,1.0
39271,0.31,Ideal,F,SI1,61.7,55.0,490,4.35,4.37,2.69,1.0
39272,0.31,Ideal,F,SI1,62.3,55.0,490,4.34,4.39,2.72,1.0
39273,0.25,Good,F,VVS1,59.1,60.0,490,4.1,4.12,2.43,1.0
39274,0.32,Ideal,E,I1,60.7,57.0,490,4.45,4.41,2.69,1.0
39281,0.3,Ideal,H,VS2,62.3,56.0,491,4.29,4.31,2.68,1.0
39282,0.3,Ideal,H,VS2,62.4,54.0,491,4.31,4.34,2.7,1.0
39284,0.3,Ideal,H,VS2,62.1,57.0,491,4.27,4.3,2.66,1.0
39290,0.3,Ideal,H,VS2,60.9,58.0,491,4.29,4.32,2.62,1.0
39294,0.3,Ideal,H,VS2,62.6,55.0,491,4.28,4.31,2.69,1.0
39295,0.3,Ideal,H,VS2,62.5,57.0,491,4.26,4.29,2.67,1.0
39297,0.3,Ideal,H,VS2,62.3,56.0,491,4.27,4.3,2.67,1.0
39303,0.44,Ideal,H,SI1,61.9,56.0,1069,4.91,4.87,3.03,1.0
39304,0.44,Ideal,H,SI1,60.9,57.0,1069,4.92,4.9,2.99,1.0
39308,0.7,Fair,G,I1,62.5,59.0,1069,5.65,5.48,3.48,1.0
39311,0.33,Premium,D,VS2,61.1,56.0,1069,4.54,4.5,2.76,1.0
39314,0.51,Very Good,F,SI2,62.7,56.0,1070,5.06,5.08,3.18,1.0
39320,0.37,Premium,D,VVS2,61.0,60.0,1071,4.61,4.64,2.82,1.0
39325,0.3,Ideal,E,VVS1,61.7,57.0,1071,4.32,4.34,2.67,1.0
39329,0.35,Premium,E,VVS1,63.0,59.0,1071,4.48,4.44,2.81,1.0
39342,0.38,Ideal,E,VVS2,62.1,54.5,1073,4.62,4.66,2.88,1.0
39347,0.46,Ideal,I,VS2,62.2,56.0,1073,4.96,4.9,3.07,1.0
39348,0.54,Ideal,H,SI2,61.6,56.0,1073,5.25,5.28,3.24,1.0
39351,0.52,Premium,I,SI1,62.5,59.0,1073,5.12,5.06,3.18,1.0
39356,0.44,Ideal,E,VS2,62.4,57.0,1073,4.9,4.88,3.05,1.0
39357,0.44,Premium,E,VS2,62.3,59.0,1073,4.91,4.81,3.03,1.0
39359,0.52,Premium,F,SI2,62.7,57.0,1073,5.11,5.07,3.19,1.0
39360,0.52,Premium,F,SI2,62.7,57.0,1073,5.11,5.07,3.19,1.0
39361,0.52,Very Good,G,SI2,63.3,58.0,1073,5.11,5.06,3.22,1.0
39364,0.49,Premium,F,SI2,62.2,59.0,1073,5.09,5.04,3.15,1.0
39366,0.36,Premium,G,IF,61.0,59.0,1074,4.55,4.6,2.79,1.0
39367,0.36,Premium,G,IF,62.5,60.0,1074,4.49,4.53,2.82,1.0
39370,0.5,Very Good,D,SI2,58.5,60.0,1074,5.19,5.21,3.04,1.0
39372,0.41,Premium,G,VVS1,59.7,60.0,1074,4.83,4.85,2.89,1.0
39374,0.31,Ideal,F,VVS1,61.4,55.0,1074,4.37,4.39,2.69,1.0
39377,0.52,Ideal,H,SI1,62.3,54.0,1074,5.15,5.18,3.22,1.0
39378,0.4,Ideal,H,IF,61.9,55.0,1074,4.76,4.77,2.95,1.0
39381,0.31,Ideal,E,VVS2,61.6,56.0,1074,4.39,4.35,2.69,1.0
39382,0.4,Ideal,E,SI1,62.2,54.0,1074,4.76,4.72,2.95,1.0
39383,0.42,Ideal,D,VS1,61.4,55.0,1075,4.9,4.8,2.98,1.0
39391,0.55,Ideal,I,SI1,61.4,54.0,1076,5.3,5.35,3.27,1.0
39393,0.41,Ideal,D,VS2,62.4,55.0,1076,4.79,4.76,2.98,1.0
39395,0.41,Premium,G,VVS2,61.6,56.0,1076,4.78,4.76,2.94,1.0
39397,0.41,Ideal,G,VVS2,61.0,57.0,1076,4.8,4.78,2.92,1.0
39398,0.41,Ideal,G,VVS2,60.4,56.0,1076,4.83,4.8,2.91,1.0
39401,0.41,Ideal,G,VVS2,62.2,56.0,1076,4.8,4.75,2.97,1.0
39403,0.41,Ideal,G,VVS2,62.5,55.0,1076,4.76,4.75,2.97,1.0
39404,0.41,Premium,G,VVS2,61.6,58.0,1076,4.8,4.74,2.94,1.0
39406,0.41,Ideal,G,VVS2,62.9,56.0,1076,4.74,4.7,2.97,1.0
39410,0.41,Ideal,F,VS1,60.6,57.0,1076,4.84,4.79,2.92,1.0
39413,0.41,Ideal,F,VS1,62.0,56.0,1076,4.81,4.77,2.97,1.0
39414,0.41,Ideal,F,VS1,62.3,55.0,1076,4.79,4.77,2.98,1.0
39417,0.41,Ideal,F,VS1,62.1,56.0,1076,4.8,4.77,2.97,1.0
39418,0.41,Ideal,F,VS1,61.3,57.0,1076,4.79,4.77,2.93,1.0
39420,0.41,Premium,F,VS1,60.8,58.0,1076,4.82,4.76,2.91,1.0
39424,0.41,Premium,F,VS1,61.1,58.0,1076,4.78,4.74,2.91,1.0
39430,0.41,Ideal,F,VS1,62.1,56.0,1076,4.76,4.74,2.95,1.0
39431,0.41,Premium,F,VS1,62.4,60.0,1076,4.77,4.71,2.96,1.0
